CO	14.53016635
H2	17.72475104
H2O	6.727447539
C1	8.897222222
C2	5.141617063
C3	3.25583384
C4	2.070808532
C5	1.354976321
C6	0.886956901
C7	0.594500928
C8	0.399853647
C9	0.26820482
C10	0.181596619
C11	0.124052193
C12	0.086737844
C13	0.058149485
C14	0.038064414
C15	0.028007811
C16	0.019063615
C17	0.014062667
C18	0.010015216
C19	0.006432789
C20	0.004450632
C21	0.002332418
C22	0.002427945
C23	0.002640895
C24	0.001
C25	0.001
C26	0.001
C27	0.001
C28	0.001
C29	0.001
C30	0.001
C31+	0.001
